MemberID,COUNT_TEMP,SEX,AGE,MARITAL_STATUS,CITY,DISTRICT,EDUCATION,ANNU_INCOME,PRIVATE_VEHICLE,COMMUTE,CHILDREN,DATE,MCC_CAT,AMOUNT,CARD_TYPE,PAYBY,MOBILE_PAYMENT,QUANTITY,AD_EXPO,AD_CLICK,AD_TIME
606,57,男,33,0,台中市,西區,其他,582281,0,0, ,3/2/2017,食品飲料,918, ,貨到付款, ,4,0, , 
606,57,男,33,0,台中市,西區,其他,582281,0,0, ,3/2/2017,服飾用品,1163,簽帳金融卡,信用卡,0,2,1,0, 
479,51,男,41,0,無資料,無資料,大學,360000,1,1, ,3/2/2017,服飾用品,2843, ,ATM轉帳, ,1,1,0, 
848,19,男,52,1,新北市,土城區,其他,584211,0,1,2,3/2/2017,電器用品,4968, ,ATM轉帳, ,3,1,0, 
153,106,男,41,0,高雄市,岡山區,專科,586509,1,1, ,3/2/2017,電器用品,3186,簽帳金融卡,信用卡,0,1,0, , 
149,13,男,55,1,桃園縣,龍潭鄉,其他,600000,0,1,0,3/2/2017,美妝保健,1651, ,貨到付款, ,1,1,0, 
149,13,男,55,1,桃園縣,龍潭鄉,其他,600000,0,1,0,3/2/2017,美妝保健,2496,簽帳金融卡,信用卡,0,1,0, , 
552,11,女,33,1,台中市,太平區,大學,360000,1,1,0,3/2/2017,美妝保健,1806,玉璽卡,信用卡,0,1,1,1,8
782,53,女,35,1,高雄市,鹽埕區,其他,523774,0,0,1,3/2/2017,美妝保健,2897,汽車卡,信用卡,0,1,1,1,10
519,23,男,53,1,台中市,南區,碩士以上,740000,1,1,0,3/2/2017,電器用品,4417, ,ATM轉帳, ,1,1,0, 
498,3,男,50,1,台南市,中西區,其他,513333,0,1,0,3/2/2017,生活百貨,889, ,ATM轉帳, ,1,0, , 
498,3,男,50,1,台南市,中西區,其他,513333,0,1,0,3/2/2017,電器用品,3558,簽帳金融卡,信用卡,0,1,0, , 
493,81,男,32,1,彰化縣,社頭鄉,高中(職),250000,1,1,1,3/2/2017,服飾用品,1087, ,ATM轉帳, ,2,1,0, 
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/2/2017,食品飲料,1466, ,貨到付款, ,4,1,0, 
464,269,男,36,1,新北市,板橋區,其他,500000,1,1,0,3/2/2017,生活百貨,1790,玉璽卡,信用卡,0,1,1,0, 
712,155,男,34,0,新北市,中和區,大學,580000,1,1, ,3/2/2017,生活百貨,2137,簽帳金融卡,信用卡,0,4,1,1,7
782,53,女,35,1,高雄市,鹽埕區,其他,523774,0,0,1,3/2/2017,美妝保健,2143,汽車卡,信用卡,0,1,0, , 
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/2/2017,食品飲料,841, ,貨到付款, ,1,0, , 
439,105,女,35,0,彰化縣,彰化市,大學,360000,0,1, ,3/2/2017,電器用品,3353,簽帳金融卡,信用卡,0,1,1,0, 
947,3,男,50,1,台中市,沙鹿區,大學,450000,1,1,3,3/2/2017,電器用品,3310,簽帳金融卡,信用卡,0,1,0, , 
61,45,女,34,1,台北市,松山區,大學,340000,0,0,3,3/2/2017,服飾用品,1616,玉璽卡,信用卡,1,1,0, , 
439,105,女,35,0,彰化縣,彰化市,大學,360000,0,1, ,3/2/2017,電器用品,3461,玉璽卡,信用卡,1,1,0, , 
227,39,女,29,0,新北市,三重區,專科,360000,0,0, ,3/3/2017,服飾用品,3176, ,貨到付款, ,2,0, , 
816,150,女,41,0,新北市,樹林區,高中(職),460000,0,1, ,3/3/2017,生活百貨,3692,玉璽卡,信用卡,0,1,0, , 
816,150,女,41,0,新北市,樹林區,高中(職),460000,0,1, ,3/3/2017,美妝保健,1498, ,貨到付款, ,4,1,1,3
816,150,女,41,0,新北市,樹林區,高中(職),460000,0,1, ,3/3/2017,生活百貨,853, ,貨到付款, ,1,1,1,7
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/3/2017,食品飲料,706, ,ATM轉帳, ,1,0, , 
383,9,女,50,1,屏東縣,內埔鄉,其他,494444,1,1,1,3/3/2017,美妝保健,997,商務卡,信用卡,0,2,1,1,14
89,146,男,39,0,台南市,六甲區,專科,330000,1,1, ,3/3/2017,食品飲料,1473, ,貨到付款, ,1,0, , 
946,115,男,43,1,南投縣,草屯鎮,其他,534348,1,1,0,3/3/2017,電器用品,3154,玉璽卡,信用卡,0,3,0, , 
816,150,女,41,0,新北市,樹林區,高中(職),460000,0,1, ,3/3/2017,美妝保健,1540,玉璽卡,信用卡,0,3,0, , 
946,115,男,43,1,南投縣,草屯鎮,其他,534348,1,1,0,3/3/2017,電器用品,3539, ,ATM轉帳, ,2,1,0, 
383,9,女,50,1,屏東縣,內埔鄉,其他,494444,1,1,1,3/3/2017,生活百貨,1045,玉璽卡,信用卡,0,4,1,0, 
314,79,女,43,0,新竹市,新竹市,大學,340000,0,1, ,3/3/2017,美妝保健,1041,簽帳金融卡,信用卡,0,3,1,1,10
868,25,女,29,1,新北市,三重區,大學,480000,0,0,0,3/3/2017,服飾用品,2940,玉璽卡,信用卡,1,3,1,0, 
314,79,女,43,0,新竹市,新竹市,大學,340000,0,1, ,3/3/2017,服飾用品,650, ,貨到付款, ,1,1,1,11
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/3/2017,食品飲料,2027, ,貨到付款, ,4,1,1,7
667,33,男,44,0,新北市,新店區,其他,597273,1,1, ,3/3/2017,電器用品,4298, ,ATM轉帳, ,2,0, , 
383,9,女,50,1,屏東縣,內埔鄉,其他,494444,1,1,1,3/3/2017,美妝保健,2708,汽車卡,信用卡,0,2,1,1,7
635,89,男,32,1,彰化縣,員林鎮,其他,388652,1,0,0,3/3/2017,食品飲料,1306, ,貨到付款, ,2,1,0, 
635,89,男,32,1,彰化縣,員林鎮,其他,388652,1,0,0,3/3/2017,食品飲料,1192,簽帳金融卡,信用卡,1,1,1,1,7
635,89,男,32,1,彰化縣,員林鎮,其他,388652,1,0,0,3/3/2017,食品飲料,1141, ,貨到付款, ,1,1,0, 
635,89,男,32,1,彰化縣,員林鎮,其他,388652,1,0,0,3/3/2017,食品飲料,968,玉璽卡,信用卡,0,3,0, , 
318,22,女,32,1,桃園縣,平鎮市,其他,461818,0,1,0,3/3/2017,美妝保健,1539,玉璽卡,信用卡,0,3,1,1,7
383,9,女,50,1,屏東縣,內埔鄉,其他,494444,1,1,1,3/3/2017,服飾用品,2007, ,貨到付款, ,1,0, , 
425,68,女,30,0,桃園縣,平鎮市,其他,521912,1,1, ,3/3/2017,服飾用品,1066,小資卡,信用卡,1,4,0, , 
74,29,女,37,1,新北市,板橋區,其他,675862,0,1,1,3/3/2017,美妝保健,3178,簽帳金融卡,信用卡,0,2,1,1,12
816,150,女,41,0,新北市,樹林區,高中(職),460000,0,1, ,3/3/2017,生活百貨,3866, ,貨到付款, ,2,1,0, 
651,143,女,36,0,台北市,北投區,碩士以上,780000,0,1, ,3/3/2017,美妝保健,721, ,貨到付款, ,1,1,0, 
946,115,男,43,1,南投縣,草屯鎮,其他,534348,1,1,0,3/3/2017,電器用品,5493, ,ATM轉帳, ,5,0, , 
795,140,女,36,1,台中市,龍井區,專科,400000,1,1,0,3/3/2017,食品飲料,797,簽帳金融卡,信用卡,0,2,0, , 
383,9,女,50,1,屏東縣,內埔鄉,其他,494444,1,1,1,3/3/2017,生活百貨,1343, ,貨到付款, ,2,1,1,13
816,150,女,41,0,新北市,樹林區,高中(職),460000,0,1, ,3/3/2017,服飾用品,2585,玉璽卡,信用卡,0,1,0, , 
287,194,男,50,0,新竹市,新竹市,其他,562629,1,0, ,3/3/2017,電器用品,3812,商務卡,信用卡,0,3,0, , 
120,39,男,29,1,台北市,松山區,大學,340000,0,0,1,3/3/2017,美妝保健,2050, ,ATM轉帳, ,1,0, , 
505,48,女,37,1,新北市,汐止區,其他,110000,0,1,1,3/3/2017,美妝保健,5915, ,貨到付款, ,1,1,1,6
505,48,女,37,1,新北市,汐止區,其他,110000,0,1,1,3/3/2017,服飾用品,2399,簽帳金融卡,信用卡,0,1,1,1,11
505,48,女,37,1,新北市,汐止區,其他,110000,0,1,1,3/3/2017,服飾用品,833,簽帳金融卡,信用卡,0,1,0, , 
505,48,女,37,1,新北市,汐止區,其他,110000,0,1,1,3/3/2017,服飾用品,1842,簽帳金融卡,信用卡,1,1,1,1,7
735,68,女,45,0,新北市,中和區,大學,350000,1,1, ,3/3/2017,服飾用品,2130, ,貨到付款, ,2,0, , 
934,19,男,33,0,新北市,三重區,大學,350000,1,1, ,3/3/2017,電器用品,8860,小資卡,信用卡,0,1,1,0, 
868,25,女,29,1,新北市,三重區,大學,480000,0,0,0,3/3/2017,美妝保健,3348, ,ATM轉帳, ,1,0, , 
505,48,女,37,1,新北市,汐止區,其他,110000,0,1,1,3/3/2017,食品飲料,1142,簽帳金融卡,信用卡,0,2,1,1,12
227,39,女,29,0,新北市,三重區,專科,360000,0,0, ,3/3/2017,服飾用品,1940, ,ATM轉帳, ,1,0, , 
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/3/2017,電器用品,4047,玉璽卡,信用卡,1,1,1,0, 
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/3/2017,生活百貨,3483, ,貨到付款, ,1,0, , 
946,115,男,43,1,南投縣,草屯鎮,其他,534348,1,1,0,3/3/2017,電器用品,3286, ,貨到付款, ,2,1,0, 
816,150,女,41,0,新北市,樹林區,高中(職),460000,0,1, ,3/3/2017,美妝保健,2641,玉璽卡,信用卡,1,1,0, , 
383,9,女,50,1,屏東縣,內埔鄉,其他,494444,1,1,1,3/3/2017,教育娛樂,1626, ,貨到付款, ,1,1,1,8
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/3/2017,生活百貨,926, ,貨到付款, ,1,0, , 
795,140,女,36,1,台中市,龍井區,專科,400000,1,1,0,3/3/2017,美妝保健,1454,簽帳金融卡,信用卡,1,1,1,1,11
795,140,女,36,1,台中市,龍井區,專科,400000,1,1,0,3/4/2017,電器用品,3692,玉璽卡,信用卡,1,3,1,0, 
383,9,女,50,1,屏東縣,內埔鄉,其他,494444,1,1,1,3/4/2017,美妝保健,697, ,貨到付款, ,1,0, , 
318,22,女,32,1,桃園縣,平鎮市,其他,461818,0,1,0,3/4/2017,美妝保健,847,玉璽卡,信用卡,0,4,0, , 
795,140,女,36,1,台中市,龍井區,專科,400000,1,1,0,3/4/2017,美妝保健,1142,小資卡,信用卡,1,2,0, , 
587,45,女,36,0,桃園縣,大溪鎮,高中(職),240000,0,1, ,3/4/2017,服飾用品,2120,簽帳金融卡,信用卡,1,1,1,1,14
318,22,女,32,1,桃園縣,平鎮市,其他,461818,0,1,0,3/4/2017,美妝保健,1321, ,貨到付款, ,1,1,1,11
318,22,女,32,1,桃園縣,平鎮市,其他,461818,0,1,0,3/4/2017,電器用品,3113,玉璽卡,信用卡,1,2,0, , 
318,22,女,32,1,桃園縣,平鎮市,其他,461818,0,1,0,3/4/2017,美妝保健,1743,玉璽卡,信用卡,1,1,1,1,11
659,60,男,39,0,新北市,新莊區,大學,700000,1,0, ,3/4/2017,服飾用品,1583, ,貨到付款, ,5,0, , 
659,60,男,39,0,新北市,新莊區,大學,700000,1,0, ,3/4/2017,服飾用品,1110, ,ATM轉帳, ,2,1,0, 
318,22,女,32,1,桃園縣,平鎮市,其他,461818,0,1,0,3/4/2017,美妝保健,564, ,貨到付款, ,1,1,1,10
853,127,男,33,1,台北市,文山區,碩士以上,740000,0,1,2,3/4/2017,食品飲料,2557, ,ATM轉帳, ,1,0, , 
150,76,女,22,0,台北市,內湖區,大學,550000,1,1, ,3/4/2017,美妝保健,2582,簽帳金融卡,信用卡,1,1,1,1,27
318,22,女,32,1,桃園縣,平鎮市,其他,461818,0,1,0,3/4/2017,美妝保健,1685,玉璽卡,信用卡,0,1,0, , 
318,22,女,32,1,桃園縣,平鎮市,其他,461818,0,1,0,3/4/2017,美妝保健,1081,玉璽卡,信用卡,0,1,0, , 
876,18,男,36,1,嘉義縣,民雄鄉,其他,359444,0,1,0,3/4/2017,美妝保健,973,簽帳金融卡,信用卡,0,2,0, , 
383,9,女,50,1,屏東縣,內埔鄉,其他,494444,1,1,1,3/4/2017,生活百貨,963, ,貨到付款, ,1,1,1,11
311,32,男,54,1,桃園縣,平鎮市,大學,600000,1,0,1,3/4/2017,美妝保健,2155,簽帳金融卡,信用卡,0,1,0, , 
83,183,男,54,1,台中市,南區,大學,340000,1,1,1,3/4/2017,食品飲料,1700,汽車卡,信用卡,0,1,1,0, 
445,11,女,45,0,桃園縣,桃園市,大學,420000,0,1, ,3/4/2017,美妝保健,1209,玉璽卡,信用卡,1,2,1,0, 
445,11,女,45,0,桃園縣,桃園市,大學,420000,0,1, ,3/4/2017,電器用品,4895,玉璽卡,信用卡,0,1,0, , 
318,22,女,32,1,桃園縣,平鎮市,其他,461818,0,1,0,3/4/2017,服飾用品,791, ,貨到付款, ,1,1,1,9
83,183,男,54,1,台中市,南區,大學,340000,1,1,1,3/4/2017,食品飲料,2207,玉璽卡,信用卡,0,2,1,0, 
150,76,女,22,0,台北市,內湖區,大學,550000,1,1, ,3/4/2017,服飾用品,914,簽帳金融卡,信用卡,1,1,1,1,24
1002,143,女,35,1,台北市,文山區,其他,651958,0,1,0,3/4/2017,電器用品,8004,簽帳金融卡,信用卡,0,1,1,0, 
504,110,女,26,0,新北市,三重區,其他,420000,1,1, ,3/4/2017,美妝保健,2210, ,ATM轉帳, ,2,0, , 
271,5,男,50,1,新北市,蘆洲區,其他,616000,1,1,0,3/4/2017,生活百貨,1369,商務卡,信用卡,0,1,0, , 
271,5,男,50,1,新北市,蘆洲區,其他,616000,1,1,0,3/4/2017,生活百貨,1830,玉璽卡,信用卡,1,2,1,0, 
486,1,男,50,1,台中市,沙鹿區,大學,790000,1,1,0,3/4/2017,食品飲料,2185, ,ATM轉帳, ,2,0, , 
131,33,男,51,0,新北市,蘆洲區,大學,400000,0,1, ,3/4/2017,美妝保健,3547, ,ATM轉帳, ,1,0, , 
131,33,男,51,0,新北市,蘆洲區,大學,400000,0,1, ,3/4/2017,美妝保健,2867,小資卡,信用卡,0,2,0, , 
131,33,男,51,0,新北市,蘆洲區,大學,400000,0,1, ,3/4/2017,美妝保健,642,小資卡,信用卡,0,1,0, , 
463,70,女,37,1,高雄市,茄萣區,其他,578000,0,1,1,3/4/2017,美妝保健,1303,玉璽卡,信用卡,1,1,0, , 
1002,143,女,35,1,台北市,文山區,其他,651958,0,1,0,3/4/2017,電器用品,6371,簽帳金融卡,信用卡,0,2,0, , 
1002,143,女,35,1,台北市,文山區,其他,651958,0,1,0,3/4/2017,食品飲料,1388,簽帳金融卡,信用卡,1,1,0, , 
809,74,男,40,1,雲林縣,虎尾鎮,高中(職),426622,1,1,0,3/4/2017,服飾用品,1028,簽帳金融卡,信用卡,0,1,1,0, 
1002,143,女,35,1,台北市,文山區,其他,651958,0,1,0,3/4/2017,電器用品,4213,簽帳金融卡,信用卡,1,1,1,0, 
934,19,男,33,0,新北市,三重區,大學,350000,1,1, ,3/4/2017,美妝保健,2030,小資卡,信用卡,1,1,1,0, 
1002,143,女,35,1,台北市,文山區,其他,651958,0,1,0,3/4/2017,食品飲料,2396,簽帳金融卡,信用卡,0,3,1,0, 
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/4/2017,食品飲料,1066,商務卡,信用卡,0,1,0, , 
463,70,女,37,1,高雄市,茄萣區,其他,578000,0,1,1,3/4/2017,服飾用品,1210,簽帳金融卡,信用卡,1,1,0, , 
659,60,男,39,0,新北市,新莊區,大學,700000,1,0, ,3/4/2017,食品飲料,804,簽帳金融卡,信用卡,0,1,1,0, 
463,70,女,37,1,高雄市,茄萣區,其他,578000,0,1,1,3/4/2017,美妝保健,1207, ,貨到付款, ,1,1,1,10
318,22,女,32,1,桃園縣,平鎮市,其他,461818,0,1,0,3/4/2017,電器用品,3629,玉璽卡,信用卡,0,2,1,0, 
293,151,女,31,1,新北市,新莊區,大學,628675,1,1,1,3/4/2017,美妝保健,1219, ,貨到付款, ,2,0, , 
383,9,女,50,1,屏東縣,內埔鄉,其他,494444,1,1,1,3/4/2017,生活百貨,2820, ,貨到付款, ,2,1,0, 
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/4/2017,生活百貨,1508,玉璽卡,信用卡,0,1,1,1,9
202,93,女,44,0,新北市,板橋區,大學,600000,0,1, ,3/4/2017,美妝保健,1682,簽帳金融卡,信用卡,0,1,0, , 
876,18,男,36,1,嘉義縣,民雄鄉,其他,359444,0,1,0,3/4/2017,電器用品,2978,汽車卡,信用卡,0,2,0, , 
215,29,男,39,1,新北市,板橋區,其他,400000,1,1,0,3/4/2017,電器用品,4462,玉璽卡,信用卡,0,2,0, , 
809,74,男,40,1,雲林縣,虎尾鎮,高中(職),426622,1,1,0,3/4/2017,服飾用品,1945,簽帳金融卡,信用卡,0,2,1,1,14
215,29,男,39,1,新北市,板橋區,其他,400000,1,1,0,3/4/2017,美妝保健,1708, ,ATM轉帳, ,2,0, , 
504,110,女,26,0,新北市,三重區,其他,420000,1,1, ,3/4/2017,美妝保健,1150, ,貨到付款, ,2,1,1,11
853,127,男,33,1,台北市,文山區,碩士以上,740000,0,1,2,3/4/2017,食品飲料,2650,玉璽卡,信用卡,0,2,0, , 
735,68,女,45,0,新北市,中和區,大學,350000,1,1, ,3/4/2017,服飾用品,730,玉璽卡,信用卡,0,1,1,1,9
373,33,女,50,1,桃園縣,桃園市,其他,536364,0,1,1,3/4/2017,美妝保健,1535,玉璽卡,信用卡,0,1,1,0, 
809,74,男,40,1,雲林縣,虎尾鎮,高中(職),426622,1,1,0,3/4/2017,服飾用品,1504, ,ATM轉帳, ,1,0, , 
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/5/2017,電器用品,4846, ,ATM轉帳, ,2,0, , 
626,143,男,41,1,新北市,蘆洲區,大學,730000,0,0,0,3/5/2017,電器用品,3860,小資卡,信用卡,1,2,0, , 
630,12,女,35,1,台北市,中山區,大學,340000,0,1,1,3/5/2017,美妝保健,2923,小資卡,信用卡,0,2,0, , 
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/5/2017,食品飲料,1194,商務卡,信用卡,0,1,0, , 
412,55,男,36,1,屏東縣,東港鎮,高中(職),240000,0,1,1,3/5/2017,食品飲料,1056,簽帳金融卡,信用卡,0,1,0, , 
233,95,男,43,0,台北市,信義區,大學,440000,0,1, ,3/5/2017,服飾用品,1372, ,ATM轉帳, ,1,1,0, 
622,23,女,27,0,高雄市,三民區,碩士以上,400000,0,1, ,3/5/2017,美妝保健,1836, ,ATM轉帳, ,1,1,1,5
712,155,男,34,0,新北市,中和區,大學,580000,1,1, ,3/5/2017,電器用品,5624, ,ATM轉帳, ,2,0, , 
114,66,女,36,1,桃園縣,大溪鎮,其他,536970,1,1,0,3/5/2017,美妝保健,723,簽帳金融卡,信用卡,0,1,1,1,13
622,23,女,27,0,高雄市,三民區,碩士以上,400000,0,1, ,3/5/2017,服飾用品,890,玉璽卡,信用卡,0,5,1,1,15
659,60,男,39,0,新北市,新莊區,大學,700000,1,0, ,3/5/2017,服飾用品,3043,玉璽卡,信用卡,1,1,1,0, 
626,143,男,41,1,新北市,蘆洲區,大學,730000,0,0,0,3/5/2017,電器用品,4564, ,貨到付款, ,4,0, , 
299,36,女,42,0,彰化縣,田中鎮,其他,360000,0,0, ,3/5/2017,美妝保健,1561, ,貨到付款, ,1,1,0, 
622,23,女,27,0,高雄市,三民區,碩士以上,400000,0,1, ,3/5/2017,美妝保健,1506,玉璽卡,信用卡,1,1,0, , 
622,23,女,27,0,高雄市,三民區,碩士以上,400000,0,1, ,3/5/2017,美妝保健,1174,玉璽卡,信用卡,1,1,1,1,10
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/5/2017,電器用品,3852, ,貨到付款, ,1,1,0, 
622,23,女,27,0,高雄市,三民區,碩士以上,400000,0,1, ,3/5/2017,美妝保健,1777, ,ATM轉帳, ,1,0, , 
487,54,女,35,0,新北市,三重區,大學,430000,0,1, ,3/5/2017,美妝保健,2117, ,貨到付款, ,1,0, , 
299,36,女,42,0,彰化縣,田中鎮,其他,360000,0,0, ,3/5/2017,服飾用品,1341,小資卡,信用卡,0,2,0, , 
293,151,女,31,1,新北市,新莊區,大學,628675,1,1,1,3/5/2017,生活百貨,1772,玉璽卡,信用卡,0,3,0, , 
289,11,女,41,1,屏東縣,枋寮鄉,高中(職),200000,0,1,2,3/5/2017,美妝保健,1135,汽車卡,信用卡,0,4,0, , 
228,32,男,33,1,彰化縣,彰化市,高中(職),330000,1,1,1,3/5/2017,電器用品,3492,小資卡,信用卡,0,1,1,0, 
114,66,女,36,1,桃園縣,大溪鎮,其他,536970,1,1,0,3/5/2017,美妝保健,3749,簽帳金融卡,信用卡,0,1,1,1,5
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/5/2017,電器用品,7639, ,ATM轉帳, ,2,1,0, 
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/5/2017,食品飲料,2602, ,貨到付款, ,1,0, , 
464,269,男,36,1,新北市,板橋區,其他,500000,1,1,0,3/5/2017,食品飲料,3151,簽帳金融卡,信用卡,0,2,0, , 
114,66,女,36,1,桃園縣,大溪鎮,其他,536970,1,1,0,3/5/2017,教育娛樂,1174,簽帳金融卡,信用卡,1,1,1,0, 
401,216,男,37,1,新北市,林口區,大學,600000,0,1,1,3/5/2017,生活百貨,1387,簽帳金融卡,信用卡,1,1,1,0, 
968,166,男,41,0,無資料,無資料,其他,521205,1,1, ,3/5/2017,生活百貨,1220, ,ATM轉帳, ,1,1,0, 
487,54,女,35,0,新北市,三重區,大學,430000,0,1, ,3/5/2017,服飾用品,4427,簽帳金融卡,信用卡,1,2,0, , 
437,12,女,47,1,台北市,中山區,大學,580000,1,1,1,3/6/2017,美妝保健,782,玉璽卡,信用卡,0,3,1,0, 
237,194,女,52,1,台中市,西屯區,其他,558454,0,0,1,3/6/2017,美妝保健,1530,尊榮卡,信用卡,0,1,1,1,10
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,3/6/2017,生活百貨,1390, ,貨到付款, ,2,0, , 
899,65,男,26,1,新竹市,新竹市,大學,880000,0,1,0,3/6/2017,食品飲料,1714, ,貨到付款, ,1,0, , 
489,1,男,50,0,桃園縣,平鎮市,大學,850000,0,1, ,3/6/2017,食品飲料,2462,玉璽卡,信用卡,0,1,0, , 
374,77,女,43,0,台南市,安平區,大學,350000,1,1, ,3/6/2017,服飾用品,3047,汽車卡,信用卡,0,1,1,0, 
508,63,女,30,0,苗栗縣,頭份鎮,其他,554286,1,0, ,3/6/2017,美妝保健,873,簽帳金融卡,信用卡,0,2,0, , 
508,63,女,30,0,苗栗縣,頭份鎮,其他,554286,1,0, ,3/6/2017,美妝保健,1524,簽帳金融卡,信用卡,0,1,0, , 
626,143,男,41,1,新北市,蘆洲區,大學,730000,0,0,0,3/6/2017,電器用品,4097, ,ATM轉帳, ,3,0, , 
729,183,女,36,1,新北市,新店區,其他,500000,0,1,3,3/6/2017,美妝保健,958,小資卡,信用卡,1,4,1,1,23
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,3/6/2017,食品飲料,829, ,貨到付款, ,4,1,0, 
401,216,男,37,1,新北市,林口區,大學,600000,0,1,1,3/6/2017,電器用品,5788, ,貨到付款, ,1,1,0, 
659,60,男,39,0,新北市,新莊區,大學,700000,1,0, ,3/6/2017,服飾用品,5956, ,貨到付款, ,2,0, , 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,3/6/2017,美妝保健,1882,玉璽卡,信用卡,0,1,0, , 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,3/6/2017,美妝保健,2483, ,貨到付款, ,1,1,1,11
652,41,男,40,1,新北市,新莊區,高中(職),540000,0,1,2,3/6/2017,服飾用品,3094,玉璽卡,信用卡,0,4,0, , 
431,31,男,41,1,台北市,中正區,大學,430000,0,0,1,3/6/2017,美妝保健,3107, ,ATM轉帳, ,5,0, , 
652,41,男,40,1,新北市,新莊區,高中(職),540000,0,1,2,3/6/2017,食品飲料,3599,玉璽卡,信用卡,0,1,1,0, 
920,82,男,38,1,新北市,新莊區,大學,470000,0,1,1,3/6/2017,食品飲料,1628,玉璽卡,信用卡,0,1,0, , 
626,143,男,41,1,新北市,蘆洲區,大學,730000,0,0,0,3/6/2017,電器用品,7825, ,ATM轉帳, ,1,0, , 
83,183,男,54,1,台中市,南區,大學,340000,1,1,1,3/6/2017,電器用品,3994, ,貨到付款, ,1,1,0, 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,3/6/2017,美妝保健,1227,玉璽卡,信用卡,0,1,0, , 
401,216,男,37,1,新北市,林口區,大學,600000,0,1,1,3/6/2017,生活百貨,1222, ,ATM轉帳, ,5,0, , 
401,216,男,37,1,新北市,林口區,大學,600000,0,1,1,3/6/2017,電器用品,4620, ,ATM轉帳, ,4,1,0, 
345,45,女,41,1,新北市,三重區,高中(職),700000,1,1,1,3/6/2017,服飾用品,2652,玉璽卡,信用卡,1,1,0, , 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,3/6/2017,服飾用品,856,汽車卡,信用卡,0,2,1,0, 
510,151,女,30,1,台中市,北屯區,大學,240000,0,1,2,3/6/2017,美妝保健,2445, ,貨到付款, ,1,1,0, 
510,151,女,30,1,台中市,北屯區,大學,240000,0,1,2,3/6/2017,美妝保健,1492, ,貨到付款, ,1,1,0, 
508,63,女,30,0,苗栗縣,頭份鎮,其他,554286,1,0, ,3/6/2017,美妝保健,2658,簽帳金融卡,信用卡,0,1,1,1,7
508,63,女,30,0,苗栗縣,頭份鎮,其他,554286,1,0, ,3/6/2017,服飾用品,1794,簽帳金融卡,信用卡,0,2,0, , 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,3/6/2017,生活百貨,759,玉璽卡,信用卡,0,1,0, , 
479,51,男,41,0,無資料,無資料,大學,360000,1,1, ,3/6/2017,服飾用品,1534, ,貨到付款, ,1,0, , 
219,73,女,39,1,台南市,中西區,其他,360685,0,1,1,3/6/2017,美妝保健,1615,玉璽卡,信用卡,0,1,0, , 
464,269,男,36,1,新北市,板橋區,其他,500000,1,1,0,3/6/2017,食品飲料,1564,玉璽卡,信用卡,1,1,1,1,10
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,3/6/2017,電器用品,5538,玉璽卡,信用卡,1,1,0, , 
13,129,女,31,0,新北市,蘆洲區,大學,520000,0,1, ,3/6/2017,教育娛樂,1553, ,貨到付款, ,1,0, , 
237,194,女,52,1,台中市,西屯區,其他,558454,0,0,1,3/6/2017,美妝保健,2217,簽帳金融卡,信用卡,0,1,0, , 
401,216,男,37,1,新北市,林口區,大學,600000,0,1,1,3/6/2017,生活百貨,4021, ,貨到付款, ,1,1,0, 
13,129,女,31,0,新北市,蘆洲區,大學,520000,0,1, ,3/6/2017,美妝保健,2176,簽帳金融卡,信用卡,0,1,1,0, 
219,73,女,39,1,台南市,中西區,其他,360685,0,1,1,3/6/2017,美妝保健,603,玉璽卡,信用卡,0,1,1,1,7
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,3/6/2017,教育娛樂,1334,商務卡,信用卡,0,1,1,0, 
161,42,男,32,0,台北市,內湖區,其他,662381,0,1, ,3/7/2017,服飾用品,1458,玉璽卡,信用卡,0,3,1,0, 
814,106,女,39,1,基隆市,七堵區,大學,250000,1,1,2,3/7/2017,電器用品,3970,簽帳金融卡,信用卡,0,2,1,0, 
795,140,女,36,1,台中市,龍井區,專科,400000,1,1,0,3/7/2017,食品飲料,1738, ,貨到付款, ,1,1,0, 
